Title,Date
"WHAT / IF: 1. Kısım: Pilot Bölüm","26.05.2019"
"Ölmek İçin On Üç Sebep: 2. Sezon: İlk Polaroid","26.05.2019"
"Ölmek İçin On Üç Sebep: 1. Sezon: 1. Kaset, B Yüzü","26.05.2019"
"The Forest: 1. Sezon: 6. Bölüm","26.05.2019"
"The Forest: 1. Sezon: 5. Bölüm","26.05.2019"
"The Forest: 1. Sezon: 4. Bölüm","25.05.2019"
"The Forest: 1. Sezon: 3. Bölüm","25.05.2019"
"The Forest: 1. Sezon: 2. Bölüm","25.05.2019"
"Ozark: 1. Sezon: Sugarwood","24.05.2019"
"Sosyal Ağ","24.05.2019"
"Unutursam Fisilda","22.05.2019"
"Oyun","22.05.2019"
"Trendeki Kız","22.05.2019"
"Müdahale","22.05.2019"
"40 Yıllık Bekar","22.05.2019"
"Keşke Otuz Olsam","22.05.2019"
"Friends from College: 1. Sezon: New York’a Hoş Geldiniz","22.05.2019"
"Umudunu Kaybetme","22.05.2019"
"Paris Biziz","21.05.2019"
"Oda Arkadaşı","21.05.2019"
"Ayrılık","20.05.2019"
"Tehlikeli Teklif","19.05.2019"
"Love: 1. Sezon: Başlıyor","19.05.2019"
"Triple Frontier","19.05.2019"
"Kumarbaz","19.05.2019"
"Limit Yok","19.05.2019"
"Gypsy: 1. Sezon: Siyah Ahır","19.05.2019"
"The Rain: 2. Sezon: En Güçlü Olan Sağ Kalır","18.05.2019"
"The Rain: 2. Sezon: Kendinizi Bırakmayın","18.05.2019"
"The Rain: 2. Sezon: Kendinizi Kurtarın","18.05.2019"
"Gypsy: 1. Sezon: Var Olmayan Ülke","18.05.2019"
"Gypsy: 1. Sezon: Marfa","18.05.2019"
"The Rain: 2. Sezon: Kontrolü Kaybetmeyin","18.05.2019"
"The Rain: 2. Sezon: Gerçekler Acıdır","18.05.2019"
"The Rain: 2. Sezon: Temas Kurmayın","18.05.2019"
"Termodinamik Yasaları","17.05.2019"
"Gypsy: 1. Sezon: Mutluluk Sarhoşluğu","17.05.2019"
"Gypsy: 1. Sezon: Vagabond Hotel","17.05.2019"
"Gypsy: 1. Sezon: Komün","17.05.2019"
"Gypsy: 1. Sezon: 309","16.05.2019"
"The Society: 1. Sezon: Nasıl Oldu?","15.05.2019"
"The Society: 1. Sezon: Yeni İsimler","15.05.2019"
"The Society: 1. Sezon: Zehir","14.05.2019"
"The Society: 1. Sezon: Allie'nin Kuralları","14.05.2019"
"The Society: 1. Sezon: Tanrı Gibi Falan","13.05.2019"
"The Society: 1. Sezon: Maske Takmak","13.05.2019"
"Collateral: Mini Dizi: 4. Bölüm","13.05.2019"
"The Society: 1. Sezon: Damla Damla","13.05.2019"
"The Society: 1. Sezon: Çocukluğa Elveda","13.05.2019"
"Collateral: Mini Dizi: 3. Bölüm","12.05.2019"
"Collateral: Mini Dizi: 2. Bölüm","12.05.2019"
"The Society: 1. Sezon: Kasabamız","12.05.2019"
"The Last Summer","11.05.2019"
"Unutulmaz Aşk","10.05.2019"
"Lion","08.05.2019"
"Özel Bir Gün","07.05.2019"
"Wanderlust: 1. Sezon: 1. Bölüm","07.05.2019"
"Her Şeye Rağmen","07.05.2019"
"Las chicas del cable: 1. Sezon: Bölüm 1: Hayaller","05.05.2019"
"Ketenpere","05.05.2019"
"You Me Her: 3. Sezon: Sen Sen Ol, Ben de Ben Olayım","04.05.2019"
"You Me Her: 3. Sezon: Şerefsiz, Diğer Şerefsiz ve Depresif Kukla","04.05.2019"
"You Me Her: 3. Sezon: Bal Kabağı Aromasının Sinsi Cazibesi","04.05.2019"
"You Me Her: 3. Sezon: Yumurtaların Düşecek","03.05.2019"
"You Me Her: 3. Sezon: Bir Kez Kanarsam Ben Utanırım. İkinci Kez Kanarsam...","02.05.2019"
"You Me Her: 3. Sezon: Volta Atmaya Hoş Geldin","02.05.2019"
"Osmosis: 1. Sezon: Test","02.05.2019"
"You Me Her: 3. Sezon: Akılalmaz!","01.05.2019"
"You Me Her: 3. Sezon: Geçici Lezbiyenler ve Aptal Y Kuşağı","01.05.2019"
"You Me Her: 3. Sezon: Barışın Dedim","01.05.2019"
"You Me Her: 3. Sezon: Seattle'da Tek Başına","01.05.2019"
"You Me Her: 2. Sezon: Bebeğim, Aşkımıza Ne Oldu?","01.05.2019"
"Fi: 1. Sezon: 12. Bölüm","01.05.2019"
"You Me Her: 2. Sezon: Aşk Filmi ve Votka","30.04.2019"
"You Me Her: 2. Sezon: Ucube Aşk Köpekleri","30.04.2019"
"You Me Her: 2. Sezon: Tuhaf Janis ve Cahil Fakir Bebek Taşıyıcısı","29.04.2019"
"You Me Her: 2. Sezon: Siz Trakarsky’lerin Derdi Ne Lan?","29.04.2019"
"Erkekler Ne Söyler Kadınlar Ne Anlar","29.04.2019"
"Sex and the City","29.04.2019"
"İkimizin Yerine","28.04.2019"
"Baby: 1. Sezon: Kukla","28.04.2019"
"You Me Her: 2. Sezon: Ot Kafası ve Aşk Sırları","28.04.2019"
"You Me Her: 2. Sezon: Kutudaki Kedi","28.04.2019"
"Birdman veya Cahilliğin Umulmayan Erdemi","28.04.2019"
"Seçilmişler","28.04.2019"
"Karışma Anne!","28.04.2019"
"Suits: 1. Sezon: Pilot Bölüm 1 ve 2","28.04.2019"
"Baby: 1. Sezon: Süper Güçler","28.04.2019"
"Hakan: Muhafız: 2. Sezon: 8. Bölüm","28.04.2019"
"Hakan: Muhafız: 2. Sezon: 7. Bölüm","28.04.2019"
"Hakan: Muhafız: 2. Sezon: 6. Bölüm","28.04.2019"
"Hakan: Muhafız: 2. Sezon: 5. Bölüm","28.04.2019"
"You Me Her: 2. Sezon: Hatırla, Ruby, Hatırla","28.04.2019"
"You Me Her: 2. Sezon: Vajina Takımı","28.04.2019"
"The Kominsky Method: 1. Sezon: Bölüm 1: Bir Aktör Kaçınır","28.04.2019"
"Hakan: Muhafız: 2. Sezon: 4. Bölüm","27.04.2019"
"Hakan: Muhafız: 2. Sezon: 3. Bölüm","27.04.2019"
"Hakan: Muhafız: 2. Sezon: 2. Bölüm","27.04.2019"
"Hakan: Muhafız: 2. Sezon: 1. Bölüm","27.04.2019"
"Paris'te Gece Yarısı","26.04.2019"
"En İyi Arkadaşım Evleniyor","26.04.2019"
"Aquarius: 1. Sezon: Everybody's Been Burned","26.04.2019"
"La casa de papel: 2. Kısım: 9. Bölüm","25.04.2019"
"La casa de papel: 2. Kısım: 8. Bölüm","25.04.2019"
"La casa de papel: 2. Kısım: 7. Bölüm","25.04.2019"
"La casa de papel: 2. Kısım: 6. Bölüm","25.04.2019"
"La casa de papel: 2. Kısım: 5. Bölüm","23.04.2019"
"La casa de papel: 2. Kısım: 4. Bölüm","23.04.2019"
"You Me Her: 2. Sezon: Seks Perisi ve Ebedi Aşklar","23.04.2019"
"You Me Her: 1. Sezon: Bir Romantik Komedi Klişesi","23.04.2019"
"You Me Her: 1. Sezon: Colorado, Güzel Evim","23.04.2019"
"You Me Her: 1. Sezon: Daha Kalabalık Bir İlişki","23.04.2019"
"La casa de papel: 2. Kısım: 3. Bölüm","21.04.2019"
"La casa de papel: 2. Kısım: 2. Bölüm","21.04.2019"
"La casa de papel: 2. Kısım: 1. Bölüm","21.04.2019"
"La casa de papel: 1. Kısım: 13. Bölüm","21.04.2019"
"La casa de papel: 1. Kısım: 12. Bölüm","21.04.2019"
"La casa de papel: 1. Kısım: 11. Bölüm","20.04.2019"
"La casa de papel: 1. Kısım: 10. Bölüm","20.04.2019"
"La casa de papel: 1. Kısım: 9. Bölüm","19.04.2019"
"Kaza Kurşunu","18.04.2019"
"La casa de papel: 1. Kısım: 8. Bölüm","18.04.2019"
"La casa de papel: 1. Kısım: 7. Bölüm","18.04.2019"
"La casa de papel: 1. Kısım: 6. Bölüm","17.04.2019"
"La casa de papel: 1. Kısım: 5. Bölüm","17.04.2019"
"Easy: 2. Sezon: Açık Evlilik","17.04.2019"
"Easy: 2. Sezon: Paket Hırsızı","17.04.2019"
"Ölmek İçin On Üç Sebep: 1. Sezon: 1. Kaset, A Yüzü","17.04.2019"
"La casa de papel: 1. Kısım: 4. Bölüm","16.04.2019"
"Aşıklar Şehri","16.04.2019"
"Issız Bir Adaya Düşsen Yanına Kimi Alırdın?","15.04.2019"
"Enissa Amani: Ehrenwort","14.04.2019"
"The Perfect Date","14.04.2019"
"Hanedan: 1. Sezon: Şirket Fahişesi","07.04.2019"
"Hanedan: 1. Sezon: Sirk Kadar Özel","07.04.2019"
"Secret City: Çabalamaya Destek","07.04.2019"
"Fırtına Anı","07.04.2019"
"Tatil","06.04.2019"
"Hatırla Gönül: 1. Sezon: Episode 1","06.04.2019"
"The OA: Kısım 1: No. 1: Eve Dönüş","06.04.2019"
"Patronlara Tuzak","05.04.2019"
"Mamma Mia!","02.04.2019"
"Kör Nokta","02.04.2019"
"Kazara Zengin","02.04.2019"
"Son Ultimatom","02.04.2019"
"Gözde Çift","02.04.2019"
"Kaptan Phillips","02.04.2019"
"Arif V 216","02.04.2019"
"Girlboss: 1. Sezon: Sophia","01.04.2019"
"Marcella: 1. Sezon: 1. Bölüm","01.04.2019"
"Outlander: 1. Sezon: Leoch Kalesi","31.03.2019"
"Outlander: 1. Sezon: İngiliz","31.03.2019"
"Selling Sunset: 1. Sezon: Satış İçin Güzellik Yetmez","31.03.2019"
"Antoine Griezmann: Bir Efsanenin Doğuşu","31.03.2019"
"Aşk Engel Tanımaz","31.03.2019"
"Jane the Virgin: 1. Sezon: No. 1: Pilot Bölüm","30.03.2019"
"Hanedan: 1. Sezon: Suçluluk Güvensizler İçindir","30.03.2019"
"Hanedan: 1. Sezon: Tükür Gitsin","30.03.2019"
"The Blacklist: 1. Sezon: Wujing (No. 84)","29.03.2019"
"The Blacklist: 1. Sezon: Serbest Çalışan (No.145)","29.03.2019"
"The Blacklist: 1. Sezon: Pilot Bölüm","29.03.2019"
"Hanedan: 1. Sezon: Seni Zor Tanıdım","28.03.2019"
"Ezel: 1. Sezon: 1. Bölüm","28.03.2019"
"Californication: 1. Sezon: Pilot Bölüm","28.03.2019"
"Ailecek Şaşkınız","28.03.2019"
"Ekşi Elmalar","28.03.2019"
"Masum: Season 1: 2. Bölüm","28.03.2019"
"Masum: Season 1: 1. Bölüm","28.03.2019"
"Organize İşler: Sazan Sarmalı","26.03.2019"
"BÖRÜ: 1. Sezon: Bazen Canavarlar Kazanır","26.03.2019"
"Gilmore Girls: 1. Sezon: Pilot Bölüm","24.03.2019"
"Shadowhunters: The Mortal Instruments: 1. Sezon: İnsanlar ve Melekler","23.03.2019"
"Gossip Girl: 1. Sezon: Pilot Bölüm","23.03.2019"
"Black Mirror: 4. Sezon: USS Callister","19.03.2019"
"Love, Rosie","18.03.2019"
"Eyyvah Eyvah 2","16.03.2019"
"The Order: 1. Sezon: Cehennem Haftası: Kısım 1","11.03.2019"
"Yol Arkadaşım","08.03.2019"
"G.O.R.A.","08.03.2019"
"The Umbrella Academy: 1. Sezon: Beyaz Keman","06.03.2019"
"The Umbrella Academy: 1. Sezon: Değişimler","05.03.2019"
"The Umbrella Academy: 1. Sezon: Bir Söylenti Duydum","05.03.2019"
"The Umbrella Academy: 1. Sezon: Yaşanan Gün","04.03.2019"
"The Umbrella Academy: 1. Sezon: Yaşanmayan Gün","03.03.2019"
"The Umbrella Academy: 1. Sezon: Beş Numara","01.03.2019"
"The Umbrella Academy: 1. Sezon: Ay'daki Adam","01.03.2019"
"The Umbrella Academy: 1. Sezon: Sıra Dışı","27.02.2019"
"The Umbrella Academy: 1. Sezon: Run Boy Run","26.02.2019"
"High Flying Bird","24.02.2019"
"The Umbrella Academy: 1. Sezon: Yalnızca Düğünlerde ve Cenazelerde Görüşürüz","23.02.2019"
"Sex Education: 1. Sezon: 1. Bölüm","11.02.2019"
"The Sinner: 1. Sezon: Cora: Kısım I","04.02.2019"
"Perfume: 1. Sezon: Amber","03.02.2019"
"Dogs of Berlin: 1. Sezon: Zafer Kutlaması","02.02.2019"
"Dogs of Berlin: 1. Sezon: Uzatma","02.02.2019"
"Dogs of Berlin: 1. Sezon: Millî Maç","01.02.2019"
"Dogs of Berlin: 1. Sezon: Derbi","01.02.2019"
"Dogs of Berlin: 1. Sezon: Ofsayt","01.02.2019"
"Dogs of Berlin: 1. Sezon: Faul","01.02.2019"
"Dogs of Berlin: 1. Sezon: Kolay Maç","31.01.2019"
"Dogs of Berlin: 1. Sezon: Çarpışma","31.01.2019"
"Dogs of Berlin: 1. Sezon: Takım","29.01.2019"
"Dogs of Berlin: 1. Sezon: VIP","29.01.2019"
"Dark: 1. Sezon: Alfa ve Omega","25.01.2019"
"Dark: 1. Sezon: Her Şey, Şimdi","25.01.2019"
"Dark: 1. Sezon: Ne Ekersen Onu Biçersin","25.01.2019"
"Safe: 1. Sezon: 2. Bölüm","22.01.2019"
"Safe: 1. Sezon: 1. Bölüm","22.01.2019"
"Küçük Esnaf","04.01.2019"
"Baby: 1. Sezon: Son Şans","04.01.2019"
"Black Mirror: Bandersnatch","31.12.2018"
"Baby: 1. Sezon: Emma","30.12.2018"
"SPF-18","30.12.2018"
"Patron Bebek: Yine İş Başında: 1. Sezon: Scooter Buskie","29.12.2018"
"Riverdale: 2. Sezon: No. 14: Ölüm Öpücüğü","24.12.2018"
"Hakan: Muhafız: 1. Sezon: 10. Bölüm","19.12.2018"
"Hakan: Muhafız: 1. Sezon: 9. Bölüm","19.12.2018"
"Hakan: Muhafız: 1. Sezon: 8. Bölüm","18.12.2018"
"Hakan: Muhafız: 1. Sezon: 7. Bölüm","17.12.2018"
"Hakan: Muhafız: 1. Sezon: 6. Bölüm","17.12.2018"
"Hakan: Muhafız: 1. Sezon: 4. Bölüm","17.12.2018"
"Hakan: Muhafız: 1. Sezon: 5. Bölüm","16.12.2018"
"Hakan: Muhafız: 1. Sezon: 3. Bölüm","16.12.2018"
"Hakan: Muhafız: 1. Sezon: 2. Bölüm","16.12.2018"
"Hakan: Muhafız: 1. Sezon: 1. Bölüm","16.12.2018"
"Delidolu","04.11.2018"
"American Vandal: 1. Sezon: Somut Gerçekler: Vandalizm ve Müstehcenlik","16.10.2018"
"The End of the F***ing World: 1. Sezon: 1. Bölüm","16.10.2018"
"Riverdale: 1. Sezon: No. 13: Öbür Dünya","16.10.2018"
"Élite: 1. Sezon: Assilah","14.10.2018"
"Élite: 1. Sezon: Her Şey Altüst Olur","14.10.2018"
"Élite: 1. Sezon: Her Şey Yoluna Girecek","14.10.2018"
"Élite: 1. Sezon: Herkes Yalan Söyler","12.10.2018"
"Élite: 1. Sezon: Aşk Bir Uyuşturucudur","11.10.2018"
"Élite: 1. Sezon: Cumartesi Gecesi","11.10.2018"
"Élite: 1. Sezon: Arzu","11.10.2018"
"Élite: 1. Sezon: Hoş Geldiniz","10.10.2018"
"Sense8: 1. Sezon: Limbik Rezonans","25.09.2018"
"Insatiable: 1. Sezon: Zayıflık Büyülüdür","16.09.2018"
"Insatiable: 1. Sezon: Pilot Bölüm","13.09.2018"
